 decade /    size       m        pattern        variant    new-runs    std-runs new-cmp-cnt std-cmp-cnt   new-M/sec   std-M/sec     new/std
10000000 / 1095696       0        strings          ident           1           1    21437766    22091431         3.4         3.6        0.93
10000000 / 1095696       0        strings        reverse           1           1    21424871    21963570         3.2         3.5        0.93
10000000 / 1095696       0        strings  reverse_front           1           1    21433651    22252152         2.7         3.6        0.76
10000000 / 1095696       0        strings   reverse_back           1           1    21428986    21661839         1.6         1.8        0.92
10000000 / 1095696       0        strings         sorted           5           2     1095695     1095695        41.6        16.6        2.50
10000000 / 1095696       0        strings reverse_sorted           1           1     7980429     9015072         4.3         4.7        0.90
     10 /      48       2       sawtooth          ident       79251       71153         186         182        30.6        27.6        1.11
     10 /      48       2       sawtooth        reverse       81353       68753         206         201        31.7        26.6        1.19
     10 /      48       2       sawtooth  reverse_front       75556       73328         196         192        29.3        28.4        1.03
     10 /      48       2       sawtooth   reverse_back       72249       64688         196         191        27.7        25.0        1.11
     10 /      48       2       sawtooth         sorted      206380      129696          47          47        80.2        50.3        1.59
     10 /      48       2       sawtooth reverse_sorted      193141      149082          49          71        74.8        57.6        1.30
     10 /      48       2       sawtooth         dither      129742      114039         186         182        50.5        44.0        1.15
     10 /      48       2           rand          ident      121273      104919         267         246        47.2        40.5        1.17
     10 /      48       2           rand        reverse       79175       55591         269         279        30.5        22.1        1.38
     10 /      48       2           rand  reverse_front      117171      110702         259         255        45.5        42.7        1.07
     10 /      48       2           rand   reverse_back      122136      108968         277         240        47.2        42.1        1.12
     10 /      48       2           rand         sorted      230542      184269          47          47        89.4        71.4        1.25
     10 /      48       2           rand reverse_sorted      188141      181212          47          47        73.5        70.7        1.04
     10 /      48       2           rand         dither      124525      108507         250         231        48.1        41.9        1.15
     10 /      48       2        stagger          ident      129565      145180         175         124        49.7        56.1        0.88
     10 /      48       2        stagger        reverse      134193      122636         140         124        51.8        47.6        1.09
     10 /      48       2        stagger  reverse_front      115814      134148         178         131        44.9        52.1        0.86
     10 /      48       2        stagger   reverse_back      138084      133596         136         154        53.4        52.1        1.03
