 decade /    size       m        pattern        variant    new-runs    std-runs new-cmp-cnt std-cmp-cnt   new-M/sec   std-M/sec     new/std
10000000 / 1095696       0        strings          ident           1           1    21437766    22091431         5.3         5.4        0.97
10000000 / 1095696       0        strings        reverse           1           1    21424871    21963570         5.2         5.4        0.96
10000000 / 1095696       0        strings  reverse_front           1           1    21433651    22252152         5.3         5.4        0.98
10000000 / 1095696       0        strings   reverse_back           1           1    21428986    21661839         5.3         5.6        0.96
10000000 / 1095696       0        strings         sorted          17          15     1095695     1095695       159.2       146.1        1.09
10000000 / 1095696       0        strings reverse_sorted           2           2     7980429     9015072         9.8        11.8        0.83
     10 /      48       2       sawtooth          ident      469575      391502         186         182       182.2       151.7        1.20
     10 /      48       2       sawtooth        reverse      442727      376741         206         201       171.7       145.9        1.18
     10 /      48       2       sawtooth  reverse_front      455044      385896         196         192       176.5       149.5        1.18
     10 /      48       2       sawtooth   reverse_back      457349      387928         196         191       177.4       150.3        1.18
     10 /      48       2       sawtooth         sorted     2483201     1750493          47          47      1011.0       699.2        1.45
     10 /      48       2       sawtooth reverse_sorted     2201951      969297          49          71       888.0       380.4        2.33
     10 /      48       2       sawtooth         dither      470062      396483         186         182       182.4       153.7        1.19
     10 /      48       2           rand          ident      352625      298786         282         268       136.5       115.5        1.18
     10 /      48       2           rand        reverse      360838      303699         264         268       139.7       117.4        1.19
     10 /      48       2           rand  reverse_front      352537      303466         270         275       136.4       117.3        1.16
     10 /      48       2           rand   reverse_back      359107      305423         276         260       139.0       118.2        1.18
     10 /      48       2           rand         sorted     2522316     1783520          47          47      1027.6       713.8        1.44
     10 /      48       2           rand reverse_sorted     1990224     1632606          47          47       799.7       650.1        1.23
     10 /      48       2           rand         dither      370637      315296         265         241       143.5       122.2        1.17
     10 /      48       2        stagger          ident      467303      516207         175         124       181.5       200.5        0.91
     10 /      48       2        stagger        reverse      474021      494126         140         124       184.1       191.8        0.96
     10 /      48       2        stagger  reverse_front      421273      493844         178         131       163.3       191.8        0.85
     10 /      48       2        stagger   reverse_back      520899      357105         136         154       202.4       138.2        1.46
     10 /      48       2        stagger         sorted     2525873     1772851          47          47      1027.5       708.9        1.45
     10 /      48       2        stagger reverse_sorted      692320      339938         258         285       269.8       131.6        2.05
     10 /      48       2        stagger         dither      381580      324742         250         251       147.7       125.7        1.18
     10 /      48       2        plateau          ident     2523580     1745427          47          47      1028.2       696.6        1.48
     10 /      48       2        plateau        reverse     2133422      749135          49         107       859.4       292.5        2.94
     10 /      48       2        plateau  reverse_front     1981506      692400          49         101       797.2       270.3        2.95
     10 /      48       2        plateau   reverse_back     2532812     1774927          47          47      1029.7       709.6        1.45
     10 /      48       2        plateau         sorted     2510488     1741978          47          47      1024.7       695.5        1.47
     10 /      48       2        plateau reverse_sorted     2142264      727163          49         107       863.9       284.0        3.04
     10 /      48       2        plateau         dither     2542857     1779923          47          47      1034.9       711.0        1.46
     10 /      48       2        shuffle          ident      571200      506752         152         146       222.2       196.8        1.13
     10 /      48       2        shuffle        reverse      441319      341316         278         262       171.1       132.0        1.30
     10 /      48       2        shuffle  reverse_front      466065      390624         238         216       180.8       151.3        1.19
     10 /      48       2        shuffle   reverse_back      523054      407290         191         191       203.2       157.8        1.29
     10 /      48       2        shuffle         sorted     2517138     1771421          47          47      1026.8       707.7        1.45
     10 /      48       2        shuffle reverse_sorted      662920      335946         273         293       258.9       130.0        1.99
     10 /      48       2        shuffle         dither      380196      321199         264         256       147.2       124.2        1.19
     10 /      96       4       sawtooth          ident      166456      140717         506         537       128.4       108.6        1.18
     10 /      96       4       sawtooth        reverse      154304      136249         602         560       119.0       105.0        1.13
