 decade /    size       m        pattern        variant    new-runs    std-runs new-cmp-cnt std-cmp-cnt   new-M/sec   std-M/sec     new/std
10000000 / 1095696       0        strings          ident           1           1    21437766    22091431         6.1         5.6        1.09
10000000 / 1095696       0        strings        reverse           1           1    21424871    21963570         5.9         5.6        1.05
10000000 / 1095696       0        strings  reverse_front           1           1    21433651    22252152         5.5         5.6        0.99
10000000 / 1095696       0        strings   reverse_back           1           1    21428986    21661839         5.9         5.6        1.04
10000000 / 1095696       0        strings         sorted          11          12     1095695     1095695       108.4       112.8        0.96
10000000 / 1095696       0        strings reverse_sorted           2           2     7980429     9015072        16.4        15.4        1.07
     10 /      48       2       sawtooth          ident      351083      258202         186         182       138.9       101.3        1.37
     10 /      48       2       sawtooth        reverse      312062      239646         206         201       123.1        93.9        1.31
     10 /      48       2       sawtooth  reverse_front      344942      261320         196         192       136.3       102.3        1.33
     10 /      48       2       sawtooth   reverse_back      328739      260130         196         191       131.7       102.0        1.29
     10 /      48       2       sawtooth         sorted      801886      538950          47          47       334.1       215.8        1.55
     10 /      48       2       sawtooth reverse_sorted      605075      481525          49          71       244.1       192.3        1.27
     10 /      48       2       sawtooth         dither      315378      243572         186         182       124.7        95.5        1.31
     10 /      48       2           rand          ident      263058      219576         281         279       103.7        85.9        1.21
     10 /      48       2           rand        reverse      285079      229442         252         236       112.4        90.1        1.25
     10 /      48       2           rand  reverse_front      271757      223032         267         277       107.0        87.1        1.23
     10 /      48       2           rand   reverse_back      258874      205230         266         268       101.9        80.3        1.27
     10 /      48       2           rand         sorted      680656      488974          47          47       276.2       195.3        1.41
     10 /      48       2           rand reverse_sorted      613229      471324          47          47       248.8       188.2        1.32
     10 /      48       2           rand         dither      268597      209763         250         237       105.5        81.9        1.29
     10 /      48       2        stagger          ident      349249      353877         175         124       137.7       140.2        0.98
     10 /      48       2        stagger        reverse      349515      298960         140         124       138.2       119.7        1.15
     10 /      48       2        stagger  reverse_front      305629      276219         178         131       120.3       108.6        1.11
     10 /      48       2        stagger   reverse_back      360206      262015         136         154       142.3       102.8        1.38
     10 /      48       2        stagger         sorted      683238      512773          47          47       280.0       206.7        1.36
     10 /      48       2        stagger reverse_sorted      270881      206987         258         285       106.1        80.8        1.31
     10 /      48       2        stagger         dither      259586      206146         250         251       102.1        80.4        1.27
     10 /      48       2        plateau          ident      725731      512564          47          47       295.6       206.0        1.43
     10 /      48       2        plateau        reverse      629810      402662          49         107       255.5       159.8        1.60
     10 /      48       2        plateau  reverse_front      540448      314375          49         101       217.1       125.7        1.73
     10 /      48       2        plateau   reverse_back      655443      467433          47          47       265.4       186.8        1.42
     10 /      48       2        plateau         sorted      681542      522016          47          47       277.6       209.1        1.33
     10 /      48       2        plateau reverse_sorted      676524      365011          49         107       282.1       144.7        1.95
     10 /      48       2        plateau         dither      728223      475822          47          47       298.2       194.1        1.54
     10 /      48       2        shuffle          ident      334990      272200         152         146       132.7       107.3        1.24
     10 /      48       2        shuffle        reverse      258003      209322         278         262       101.4        81.9        1.24
     10 /      48       2        shuffle  reverse_front      286859      228008         238         216       112.6        89.2        1.26
     10 /      48       2        shuffle   reverse_back      299156      229955         191         191       118.0        90.4        1.30
     10 /      48       2        shuffle         sorted      749694      472808          47          47       305.5       189.9        1.61
     10 /      48       2        shuffle reverse_sorted      273497      205762         273         293       107.3        80.3        1.34
     10 /      48       2        shuffle         dither      256942      213827         264         256       100.6        83.4        1.21
     10 /      96       4       sawtooth          ident      139746      118619         506         537       109.6        92.4        1.19
     10 /      96       4       sawtooth        reverse      134000      116089         602         560       105.0        90.8        1.16
     10 /      96       4       sawtooth  reverse_front      144052      120613         554         544       112.6        94.0        1.20
     10 /      96       4       sawtooth   reverse_back      130521      119441         554         553       101.8        93.2        1.09
